guid,make,model,deviceType,connNetwork,hasWifi,width,depth,height,weight,speedMono,printDPI,speedColor,standardinputcapacity,maximuminputcapacity,hasA3,printTechnology,copy,scan,fax,hasDuplex,powerActive,listprice
HP2442,Hewlett-Packard,Photosmart C4385,MFD Color,FALSE,TRUE,17.1,11.4,6.38,11.02,8.9,4800 x 1200,5.3,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,Optional,70,200
HP2443,Hewlett-Packard,Photosmart C4440 All-in-One,MFD Color,FALSE,FALSE,17.1,23.1,6.4,11.24,30,4800 x 1200,23,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,70,109.99
HP2444,Hewlett-Packard,C4599 All-in-One Printer,MFD Color,FALSE,TRUE,17.1,11.4,6.4,11.24,30,1200 x 2400,23,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,70,149.99
HP2445,Hewlett-Packard,Photosmart C4650,MFD Color,FALSE,FALSE,17.4,16.6,6.7,11.02,9,4800 x 1200,6.5,80,80,FALSE,Inkjet,TRUE,TRUE,FALSE,Optional,20,84.99
HP2446,Hewlett-Packard,Deskjet 1510 All-in-One Printer series,MFD Color,FALSE,FALSE,13.94,18.23,7.6,11.49,7,4800 x 1200,4,60,60,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,10,159.99
HP2447,Hewlett-Packard,DeskJet 2652 All-in-One Printer,MFD Color,FALSE,TRUE,16.73,21.56,9.79,7.55,7.5,4800 x 1200,5.5,60,60,FALSE,Inkjet,TRUE,TRUE,FALSE,Optional,0,39.99
HP2448,Hewlett-Packard,Deskjet D2545 Printer,SF Color,FALSE,FALSE,17.2,12.1,5.6,6.17,26,4800 x 1200,20,80,80,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,20,44.99
HP2449,Hewlett-Packard,DeskJet 3050A e-All-in-One Printer - J611g,MFD Color,FALSE,TRUE,16.81,16,9.8,7.94,5.5,4800 x 1200,4,60,60,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,9,195.75
HP2450,Hewlett-Packard,DeskJet 3052A e-All-in-One Printer - J611g,MFD Color,FALSE,TRUE,16.81,16,9.8,7.72,5.5,4800 x 1200,4,60,60,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,9,79.99
HP2451,Hewlett-Packard,PSC 1209,MFD Color,FALSE,FALSE,16.77,10.2,6.69,10.8,7.8,4800 x 1200,3.6,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,5,79.99
HP2452,Hewlett-Packard,PSC 1210xi*,MFD Color,FALSE,FALSE,16.77,10.2,6.69,10.8,7.8,4800 x 1200,3.6,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,5,123
HP2453,Hewlett-Packard,PSC 1402,MFD Color,FALSE,FALSE,16.8,15.3,6.7,10.36,7,4800 x 1200,2.88,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,70,99
LM0551,Lexmark,X1270,MFD Color,FALSE,FALSE,17.5,12.1,6.4,9.04,17,4800 x 1200,9,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,15,50
LM0553,Lexmark,X2350,MFD Color,FALSE,FALSE,14.8,11.3,6,8.82,15,4800 x 1200,15,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,12,89.99
LM0554,Lexmark,X3350,MFD Color,FALSE,FALSE,17.4,12.6,6.7,10,22,4800 x 1200,15,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,18.3,94.65
LM0555,Lexmark,X3430,MFD Color,FALSE,FALSE,17.1,7.5,14.7,11.5,17,4800 x 1200,17,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,12,79.99
HP2454,Hewlett-Packard,OfficeJet 4655 All-in-One Printer,MFD Color,FALSE,TRUE,17.52,14.53,7.48,14.44,9.5,4800 x 1200,6.8,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,15,89.99
HP2455,Hewlett-Packard,OfficeJet 4654 All-in-One Printer,MFD Color,FALSE,TRUE,17.52,14.53,7.48,14.44,9.5,4800 x 1200,6.8,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,15,99.95
HP0670,Hewlett-Packard,OfficeJet 5220 All-in-One Printer,MFD Color,FALSE,TRUE,17.52,22.2,5.03,11.92,10,1200 x 1200,7,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,14,153
HP0940,Hewlett-Packard,Photosmart 7515 e-All-in-One (C311a),MFD Color,FALSE,TRUE,17.91,17.71,8.66,18.51,13.5,9600 x 2400,9,125,125,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,49,119.86
LM0340,Lexmark,X4850,MFD Color,FALSE,TRUE,17.9,13.8,7,15.6,30,4800 x 1200,27,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,18,143.99
LM0341,Lexmark,X4875,MFD Color,FALSE,TRUE,17.9,13.8,7,15.6,30,1200 x 1200,27,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,18,175.75
HP2457,Hewlett-Packard,Officejet 5510,MFD Color,FALSE,FALSE,17.72,11.42,9.06,11.68,7.5,600 x 600,3.5,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,75,185
LM0330,Lexmark,X1150,MFD Color,FALSE,FALSE,17.5,12.1,6.4,9.92,14,4800 x 1200,8,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,12,100
LM0399,Lexmark,Z605,SF Color,FALSE,FALSE,15.9,8.5,5.3,3.97,14,4800 x 1200,8,100,100,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,7.9,50
LM0400,Lexmark,Z25 Color Jetprinter,SF Color,FALSE,FALSE,17.5,8.1,5.1,5.07,9,1200 x 1200,6,100,100,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,21.8,199.99
LM0556,Lexmark,Z515,SF Color,FALSE,FALSE,15.9,8.5,5.3,5.4,12,4800 x 1200,7,100,100,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,0,49.94
LM0557,Lexmark,Z645,SF Color,FALSE,FALSE,15.9,8.5,5.3,3.9,17,4800 x 1200,9,100,100,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,12,80
BR0371,Brother,MFC-J485DW,MFD Color,FALSE,TRUE,15.7,13.4,6.8,16.8,12,600 x 1200,6,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,20,89.99
BR0372,Brother,MFC-J985DW,MFD Color,TRUE,TRUE,16.5,13.4,6.8,18.3,12,600 x 1200,10,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,19,199.99
BR0373,Brother,MFC-J650DW,MFD Color,FALSE,TRUE,16.1,14.7,7.1,19.6,12,1200 x 2400,10,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,18,99.99
BR0374,Brother,MFC-J880DW,MFD Color,TRUE,TRUE,15.7,13.4,6.8,16.8,12,600 x 1200,10,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,20,129.99
BR0375,Brother,MFC-J450DW,MFD Color,FALSE,TRUE,16.1,14.7,7.1,19.6,12,1200 x 600,10,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,19,185
BR0376,Brother,DCP-165C,MFD Color,FALSE,FALSE,15.4,14.4,5.9,15.43,30,600 x 1200,25,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,17,129.99
BR0377,Brother,MFC-J835DW,MFD Color,TRUE,TRUE,15.9,10,18.3,24.9,12,1200 x 600,10,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,23,194.99
BR0378,Brother,MFC-J625DW,MFD Color,FALSE,TRUE,15.9,14.9,7.09,19.8,12,1200 x 600,10,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,19,130
HP0944,Hewlett-Packard,Photosmart B109a All-in-One,MFD Color,FALSE,FALSE,17.8,16.5,7.4,13.23,16,4800 x 1200,12,80,80,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,27,129
BR0379,Brother,MFC-295CN,MFD Color,TRUE,FALSE,15.4,14.8,7.1,17.2,33,600 x 1200,27,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,26,149.99
RC0520,Ricoh,Aficio SG 3110DNw,SF Color,TRUE,TRUE,15.7,17.2,8.4,23.1,29,3600 x 1200,29,250,850,FALSE,Inkjet,FALSE,FALSE,FALSE,TRUE,27.4,190
EP0342,Epson,WorkForce WF-2750,MFD Color,FALSE,TRUE,16.7,22,9.1,14.6,13.7,4800 x 1200,7.3,150,150,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,14,99.99
EP0345,Epson,WorkForce WF-2760,MFD Color,TRUE,TRUE,16.7,22,9.1,14.6,13.7,4800 x 1200,7.3,150,150,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,14,79.99
EP0346,Epson,WorkForce WF-2660,MFD Color,TRUE,TRUE,16.7,22,9.1,14.6,13,4800 x 2400,7.3,150,150,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,14,117.2
HP2460,Hewlett-Packard,Deskjet F4435 All-in-One Printer,MFD Color,FALSE,FALSE,17.2,15,10,11,24,4800 x 1200,18,80,80,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,20,165
LM0310,Lexmark,Genesis S815,MFD Color,FALSE,TRUE,15.2,12.6,16.5,19.18,33,4800 x 1200,30,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,20,167.88
HP2462,Hewlett-Packard,PSC 1610v,MFD Color,FALSE,FALSE,17.3,11.2,6.8,12.13,7.4,4800 x 1200,5,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,70,129.99
HP1242,Hewlett-Packard,Deskjet D5563 Printer,SF Color,FALSE,TRUE,17.05,19.09,5.79,5.78,8,4800 x 1200,6,80,80,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,20,174
HP0620,Hewlett-Packard,Officejet 4000 Printer (K210a),SF Color,FALSE,FALSE,17,19,5.6,6,28,4800 x 1200,21,80,80,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,16,99.9
HP0656,Hewlett-Packard,Officejet 4500 (G510n) Wireless All-in-One Printer,MFD Color,TRUE,TRUE,17.1,15.8,8.5,13.01,28,600 x 600,22,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,17,121
HP0658,Hewlett-Packard,Officejet 4500 (K710g) All-in-One Printer,MFD Color,TRUE,FALSE,17.07,15.81,8.53,13.01,6,4800 x 1200,4,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,17,199
HP1225,Hewlett-Packard,Deskjet 5160 Printer,SF Color,FALSE,FALSE,17.7,9.7,6.7,11.46,6.8,4800 x 1200,4.6,150,150,FALSE,Inkjet,FALSE,FALSE,FALSE,Optional,22,125
HP1241,Hewlett-Packard,Deskjet D5560 Printer,SF Color,FALSE,TRUE,19.1,17,5.79,5.78,8,4800 x 1200,6,80,80,FALSE,Inkjet,FALSE,FALSE,FALSE,Optional,20,48
HP1291,Hewlett-Packard,Deskjet F4280,MFD Color,FALSE,FALSE,17.2,11.4,6.4,10.8,9,4800 x 1200,6.5,80,80,FALSE,Inkjet,TRUE,TRUE,FALSE,Optional,17,110
LM0336,Lexmark,X3650,MFD Color,FALSE,FALSE,18.1,12.5,6.9,11.2,25,1200 x 1200,18,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,18,79.99
LM0339,Lexmark,X4650,MFD Color,FALSE,TRUE,6.89,18.1,13,11.7,25,4800 x 1200,18,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,18,169
LM0350,Lexmark,X5450,MFD Color,FALSE,FALSE,17.9,12.6,7.6,14.3,22,4800 x 1200,15,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,15,149.99
LM0359,Lexmark,X6650,MFD Color,FALSE,TRUE,18.3,11.6,8.1,16.53,25,1200 x 1200,18,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,18,169.95
LM0398,Lexmark,Z2300,SF Color,FALSE,FALSE,17,8.5,4.9,5.3,22,1200 x 1200,16,100,100,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,13,30.46
DL0097,Dell,All-In-One Printer 926,MFD Color,FALSE,FALSE,17.4,12.6,7.2,11.9,20,4800 x 1200,15,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,0,99
HP2463,Hewlett-Packard,Officejet 6200 All-in-One Printer Series,MFD Color,FALSE,FALSE,17.7,15.1,9.2,14.99,20,4800 x 1200,15,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,60,200
DL0099,Dell,P513w,MFD Color,FALSE,TRUE,18.8,13.3,7.05,15.3,33,4800 x 1200,30,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,17,129
HP2464,Hewlett-Packard,Officejet J4550 All-in-One Printer,MFD Color,FALSE,FALSE,17.1,15.8,8.5,13,9,4800 x 1200,6.5,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,17,132.58
HP2465,Hewlett-Packard,Officejet J4680c All-in-One Printer,MFD Color,FALSE,TRUE,17.1,15.8,8.5,13.01,28,600 x 600,22,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,17,109.99
HP2466,Hewlett-Packard,Photosmart C5580,MFD Color,FALSE,FALSE,17.8,15.2,8,15.65,34,4800 x 1200,25,125,125,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,37,185
HP2467,Hewlett-Packard,PhotoSmart C7250,MFD Color,TRUE,TRUE,17.7,17.4,9.5,24.3,34,4800 x 1200,31,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,79,169.99
HP2468,Hewlett-Packard,PSC 1610,MFD Color,FALSE,FALSE,17.3,11.2,6.8,12.13,7.4,4800 x 1200,5,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,40,129.99
LM0560,Lexmark,X2690,MFD Color,FALSE,FALSE,17,12.3,6.9,10.8,22,4800 x 1200,16,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,18,60
LM0561,Lexmark,X3550,MFD Color,FALSE,TRUE,17.8,12.8,6.97,12.3,15,4800 x 1200,5,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,14,109
LM0562,Lexmark,X4530,MFD Color,FALSE,FALSE,21.1,15.6,11,17,24,4800 x 1200,17,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,17,99.99
LM0564,Lexmark,X4690,MFD Color,FALSE,TRUE,18.1,13,6.9,11.6,25,4800 x 1200,18,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,18,129.99
LM0565,Lexmark,X5150,MFD Color,FALSE,FALSE,18.5,15.6,9.4,14.55,19,4800 x 1200,14,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,35,150
LM0566,Lexmark,X5250,MFD Color,FALSE,FALSE,17.4,12.6,6.3,10,20,2400 x 1200,14,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,18,179.99
LM0567,Lexmark,X5470,MFD Color,FALSE,FALSE,17.9,12.6,7.6,14.3,25,1200 x 1200,18,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,15,129.99
LM0569,Lexmark,X5495,MFD Color,FALSE,TRUE,17.9,12.6,7.6,13.8,25,4800 x 1200,18,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,15,149.99
LM0571,Lexmark,X6675,MFD Color,FALSE,TRUE,18.3,11.6,8.07,16.5,25,1200 x 1200,18,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,18,199.99
LM0572,Lexmark,Z1300,SF Color,FALSE,FALSE,16.89,8.37,4.75,5.1,22,1200 x 1200,16,100,100,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,14,25
LM0574,Lexmark,Z2420,SF Color,FALSE,TRUE,18,9,4.9,5.95,25,1200 x 1200,18,100,100,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,15,69.99
LM0575,Lexmark,Z705,SF Color,FALSE,FALSE,17.3,9.3,6,4.19,17,2400 x 1200,10,100,100,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,8.3,96.75
BR0279,Brother,MFC-5860CN,MFD Color,TRUE,FALSE,17.3,15.6,11.9,23.6,30,600 x 1200,25,350,350,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,0,180
BR0384,Brother,MFC-J995DW,MFD Color,TRUE,TRUE,17.1,13.4,7.7,19.2,12,600 x 1200,10,150,150,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,20,199.99
LM0576,Lexmark,Interpret S405,MFD Color,FALSE,TRUE,18.8,13.3,8,17.11,33,4800 x 1200,30,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,16,179.99
LM0579,Lexmark,Prospect Pro205,MFD Color,FALSE,TRUE,18.8,14.1,8,17.59,33,4800 x 1200,30,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,17,69.77
LM0355,Lexmark,X6150,MFD Color,FALSE,FALSE,19.7,17.3,9.45,0,19,2400 x 1200,15,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,18,97.11
DL0100,Dell,Photo 964,MFD Color,FALSE,FALSE,19.2,14.9,9.7,22.05,24,4800 x 1200,19,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,0,199
LM0583,Lexmark,Z65,SF Color,FALSE,FALSE,17.5,12,8.5,14.45,21,4800 x 1200,15,250,250,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,0,180
HP2472,Hewlett-Packard,OfficeJet J6450,MFD Color,TRUE,TRUE,18.9,10.3,19,19,8.2,4800 x 1200,5.4,250,250,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,40,200
LM0585,Lexmark,Impact S301,MFD Color,FALSE,TRUE,20,10.5,21,14.35,33,4800 x 1200,30,100,100,FALSE,Laser,TRUE,TRUE,FALSE,FALSE,0,69.99
LM0586,Lexmark,X7350,MFD Color,FALSE,FALSE,10,17.6,14.9,17.18,25,1200 x 1200,19,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,17,129.99
LM0587,Lexmark,S315,MFD Color,FALSE,TRUE,16.8,14.4,10.6,15.43,10,4800 x 1200,6,100,100,FALSE,Laser,TRUE,TRUE,FALSE,TRUE,30,145.99
LM0588,Lexmark,Pinnacle Pro901,MFD Color,TRUE,TRUE,18.3,15.4,9.84,21.4,10,4800 x 1200,6,150,150,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,21,99.99
LM0590,Lexmark,Prevail Pro705,MFD Color,TRUE,TRUE,18.3,15.4,9.8,20.44,33,4800 x 1200,30,150,150,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,18,69.57
RC0524,Ricoh,Aficio GX e3300N ,SF Color,TRUE,FALSE,16.5,19.1,10.2,30.9,29,3600 x 1200,29,250,350,FALSE,Inkjet,FALSE,FALSE,FALSE,TRUE,36,199
BR0390,Brother,MFC-J4620DW,MFD Color,TRUE,TRUE,18.9,11.4,7.4,20.6,22,600 x 1200,20,150,150,TRUE,Inkjet,TRUE,TRUE,TRUE,TRUE,32,179.99
BR0391,Brother,MFC-J4420DW,MFD Color,FALSE,TRUE,18.9,11.4,7.4,20.6,20,1200 x 600,18,150,150,TRUE,Inkjet,TRUE,TRUE,TRUE,TRUE,22,127.88
BR0392,Brother,MFC-J4410DW,MFD Color,TRUE,TRUE,18.9,11.4,7.3,20.3,18,600 x 1200,16,150,150,TRUE,Inkjet,TRUE,TRUE,TRUE,TRUE,21,180
EP0347,Epson,WorkForce Pro WF-3720,MFD Color,TRUE,TRUE,16.7,19.4,9.8,19.9,20,4800 x 2400,10,250,250,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,15,89.99
HP0694,Hewlett-Packard,OfficeJet 6958 AiO,MFD Color,FALSE,TRUE,18.26,20.39,9,16.98,16,4800 x 1200,9,225,225,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,22,147.75
HP0704,Hewlett-Packard,Officejet 6820 e-All-in-One Printer,MFD Color,TRUE,TRUE,18.19,15.27,8.82,17.64,14,4800 x 1200,8,225,225,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,25,154.99
HP2477,Hewlett-Packard,OfficeJet 6954 AiO,MFD Color,FALSE,TRUE,18.26,20.39,9,16.98,16,4800 x 1200,9,225,225,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,22,149.99
HP2478,Hewlett-Packard,OfficeJet 6962 AiO,MFD Color,TRUE,TRUE,18.26,20.39,9,17.75,16,600 x 1200,9,225,225,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,22,119.99
HP2479,Hewlett-Packard,OfficeJet Pro 6974 All-in-One Printer,MFD Color,TRUE,TRUE,18.26,15.35,9,17.86,20,600 x 1200,11,225,225,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,27,179.99
HP2480,Hewlett-Packard,OfficeJet Pro 6975 AiO,MFD Color,TRUE,TRUE,18.26,15.35,9,17.86,20,600 x 1200,11,225,225,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,27,129
EP0135,Epson,WorkForce Pro WF-4734 Printer,MFD Color,TRUE,TRUE,16.7,19.8,13,26,20,4800 x 1200,20,500,500,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,15,145.05
EP0348,Epson,WorkForce Pro WF-4720,MFD Color,TRUE,TRUE,16.7,19.4,9.8,20.1,20,4800 x 1200,20,250,250,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,15,177.95
EP0349,Epson,WorkForce Pro WF-4730,MFD Color,TRUE,TRUE,16.7,19.8,13,26,20,4800 x 1200,20,500,500,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,15,188.99
BR0394,Brother,MFC-J5330DW,MFD Color,TRUE,TRUE,20.9,15.7,12,36.8,22,4800 x 1200,20,250,250,TRUE,Inkjet,TRUE,TRUE,TRUE,TRUE,27,199.99
CN0588,Canon,imageCLASS LBP612Cdw,SF Color,TRUE,TRUE,17,16.5,10.8,29.7,19,1200 x 1200,19,151,151,FALSE,Laser,FALSE,FALSE,FALSE,TRUE,340,184
HP0712,Hewlett-Packard,OfficeJet 8702 All-in-One Printer,MFD Color,TRUE,TRUE,19.7,16.5,12.4,25.4,22,4800 x 1200,18,250,500,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,35,129
HP0719,Hewlett-Packard,OfficeJet Pro 8218,SF Color,TRUE,TRUE,19.53,22.83,7.99,25.31,20,2400 x 1200,18,250,500,FALSE,Inkjet,FALSE,FALSE,FALSE,TRUE,30,177.61
BR0395,Brother,MFC-J5620DW,MFD Color,TRUE,TRUE,19.3,13.6,9.4,25.79,22,600 x 1200,20,330,330,TRUE,Inkjet,TRUE,TRUE,TRUE,TRUE,32,199.99
HP2482,Hewlett-Packard,OfficeJet Pro 7720,MFD Color,TRUE,TRUE,23.03,27.19,12.06,34.17,34,4800 x 1200,34,250,250,TRUE,Inkjet,TRUE,TRUE,TRUE,TRUE,29.4,199.99
HP2483,Hewlett-Packard,OfficeJet Pro 8715 All-in-One,MFD Color,TRUE,TRUE,19.7,16.5,12.4,25.4,22,4800 x 1200,18,250,500,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,35,124.87
BR0396,Brother,MFC-J6530DW,MFD Color,TRUE,TRUE,22.6,18.7,12,43.21,35,1200 x 4800,24,251,251,TRUE,Inkjet,TRUE,TRUE,TRUE,TRUE,27,199.99
XE0472,Xerox,Phaser 6022/NI,MFD Color,TRUE,TRUE,15.6,15.7,9.7,27.3,18,1200 x 2400,18,150,150,FALSE,Laser,TRUE,FALSE,FALSE,FALSE,340,169
DL0107,Dell,C1660w,SF Color,FALSE,TRUE,15.5,11.8,8.9,23.15,12,600 x 600,10,150,150,FALSE,Laser,FALSE,FALSE,FALSE,FALSE,250,199.99
OK0113,Oki,C3400n,SF Color,TRUE,FALSE,14.8,18.9,11.4,46.3,20,600 x 1200,16,250,1250,FALSE,Laser,FALSE,FALSE,FALSE,TRUE,0,124.28
KM0332,Konica Minolta,magicolor 1600W ,SF Color,FALSE,FALSE,15.6,15,10.9,29,20,1200 x 600,5,200,200,FALSE,Laser,FALSE,FALSE,FALSE,Optional,450,180
XE0477,Xerox,Phaser 6125,SF Color,TRUE,FALSE,15.75,17.5,15.3,38,16,600 x 600,12,251,251,FALSE,Laser,FALSE,FALSE,FALSE,FALSE,280,84.68
EP0350,Epson,WorkForce Pro WF-5110,SF Color,TRUE,TRUE,18.1,25.8,15.1,25,20,4800 x 1200,20,330,580,FALSE,Inkjet,FALSE,FALSE,FALSE,TRUE,24,199.99
EP0351,Epson,WorkForce Pro WF-C5210,SF Color,TRUE,TRUE,16.7,22.8,17.7,40.6,24,4800 x 1200,24,330,830,FALSE,Inkjet,FALSE,FALSE,FALSE,TRUE,21,169.99
OK0114,Oki,C332dn,SF Color,TRUE,FALSE,16.1,19.8,9.5,48.5,31,1200 x 600,27,350,880,FALSE,Laser,FALSE,FALSE,FALSE,TRUE,540,172.5
LM0601,Lexmark,C544dtn,SF Color,TRUE,FALSE,16.7,16.4,16.6,54.9,25,1200 x 1200,25,900,900,FALSE,Laser,FALSE,FALSE,FALSE,TRUE,500,174.77
KM0333,Konica Minolta,magicolor 5430dL,SF Color,TRUE,FALSE,16.7,20.5,17.3,79.8,21,2400 x 600,21,250,250,FALSE,Laser,FALSE,FALSE,FALSE,Optional,800,200
LM0604,Lexmark,X548dte MFP,MFD Color,TRUE,FALSE,17.32,23.5,23.5,70.7,25,1200 x 1200,25,901,1451,FALSE,Laser,TRUE,TRUE,TRUE,TRUE,540,174.77
LM0603,Lexmark,Z715,SF Color,FALSE,FALSE,17.3,9.3,6,6.64,17,4800 x 1200,10,100,100,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,0,113.93
EP0175,Epson,EcoTank ET-2720 All-in-One,MFD Color,FALSE,TRUE,14.8,22.8,10,13.2,10.5,5760 x 1440,5,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,13,199
BR0510,Brother,DCP-130C,MFD Color,FALSE,FALSE,15.7,14.2,5.91,15.7,25,1200 x 600,20,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,20,107.97
BR0529,Brother,MFC-420CN,MFD Color,TRUE,FALSE,14.7,13.6,5.3,12.13,20,600 x 1200,15,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,23,100
BR0534,Brother,MFC-J875DW,MFD Color,TRUE,TRUE,16.1,14.7,7.1,20.7,12,1200 x 600,10,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,19,149.99
BR0536,Brother,MFC-240C,MFD Color,FALSE,FALSE,15.7,14.6,7.1,17.64,25,600 x 1200,20,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,32,100
BR0540,Brother,MFC-J4610DW,MFD Color,TRUE,TRUE,18.9,11.4,10,23.8,20,600 x 1200,18,400,400,TRUE,Inkjet,TRUE,TRUE,TRUE,TRUE,21,199.99
BR0543,Brother,MFC-J460DW,MFD Color,FALSE,TRUE,15.7,13.4,6.8,16.8,12,600 x 1200,6,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,20,160.1
BR0552,Brother,DCP 585CW,MFD Color,TRUE,TRUE,15.4,14.4,5.9,15.87,33,600 x 1200,27,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,29,119.99
